itemID,itemName,itemGroup,stock,price
4285,,,12,1686
4366,,,24,6437
2253,,,11,2038
3398,,,3,3310
2215,,,16,4652
3737,,,28,9400
2649,,,11,5703
3203,,,10,6666
4261,,,3,8400
2435,,,24,9745
2046,,,11,8986
4267,,,7,5481
1086,,,18,1783
1992,,,7,7247
3622,,,30,6126
4700,,,3,9013
2272,,,29,6711
1663,,,25,8676
2519,,,13,5622
2639,,,14,7646
1466,,,9,2628
4122,,,20,4021
3598,,,4,9574
3097,,,6,5072
1873,,,26,2324
1537,,,7,5230
3960,,,1,4203
1136,,,18,8354
2453,,,22,8676
1746,,,25,1804
3572,,,2,2847
3246,,,4,7257
3207,,,6,9603
1042,,,6,3709
1176,,,9,3209
3054,,,15,7233
4486,,,5,4461
1580,,,25,9159
1623,,,7,7822
4169,,,7,2346
2254,,,26,5108
4095,,,7,2594
1264,,,27,7575
3375,,,19,5602
3242,,,4,1779
2227,,,16,4451
3847,,,24,3237
3897,,,18,2209
1799,,,9,2299
2920,,,17,5717
3713,,,21,8206
4230,,,9,1624
1455,,,23,9491
3687,,,20,6721
3869,,,29,4688
2988,,,13,4429
4242,,,9,3411
4118,,,28,6647
4996,,,18,6754
4489,,,7,4626
1199,,,1,4791
4108,,,23,9366
3484,,,28,3066
1239,,,27,3239
4839,,,30,3239
4748,,,26,4391
4426,,,11,3715
3571,,,9,1801
2852,,,12,9436
3638,,,8,1521
3635,,,3,7884
2723,,,3,6329
3495,,,11,9092
2813,,,23,8585
2799,,,20,6093
4723,,,11,8148
3313,,,19,2549
4748,,,13,6644
2991,,,4,1975
1483,,,15,6667
3950,,,2,9375
1634,,,4,3000
2694,,,26,2444
2707,,,22,9624
2813,,,20,7245
2276,,,3,1941
4726,,,8,7256
4353,,,14,5143
4017,,,21,3858
1422,,,3,8333
2714,,,22,8275
2769,,,24,2631
4166,,,30,1945
3614,,,16,9395
4361,,,22,4280
,,,8,3436
,,,13,6785
,,,20,4815
,,,15,6379
,,,13,3540
,,,8,6377
1074,,,27,5272
2256,,,24,3033
1348,,,21,7667
3806,,,30,4164
1711,,,22,4376
3959,,,4,8330
1590,,,19,6118
1962,,,29,5875
1766,,,24,2637
2551,,,21,3462
2294,,,16,8975
4531,,,4,1648
2957,,,14,3158
4415,,,7,6459
1476,,,16,2843
3978,,,23,8736
2062,,,6,8987
3252,,,25,2892
3922,,,6,2839
1491,,,29,4069
3526,,,24,6338
4060,,,24,4292
1067,,,2,9699
2840,,,13,6480
4484,,,29,5270
2353,,,21,5622
3130,,,15,9035
4273,,,10,7813
4565,,,7,4826
2504,,,2,9521
4127,,,26,2182
2690,,,4,8534
4129,,,1,9698
4511,,,13,9087
1602,,,3,5281
4369,,,27,4329
1302,,,17,6548
3326,,,16,3235
2066,,,18,3886
3483,,,24,1933
2840,,,16,2821
1807,,,5,2612
2067,,,8,4240
3783,,,27,3724
2884,,,12,6118
2908,,,10,3243
1330,,,27,1614
2293,,,11,3309
3718,,,18,2541
4338,,,13,8418
3486,,,4,4164
3635,,,23,4474
2857,,,12,8361
3684,,,24,9947
3120,,,18,9153
3872,,,19,7011
2777,,,24,1784
2702,,,2,9636
4796,,,12,4594
1564,,,27,7458
2740,,,2,2250
1833,,,2,7860
1757,,,8,8922
2975,,,30,9367
4032,,,2,2251
3979,,,1,3258
3772,,,27,8672
4523,,,8,4605
4004,,,28,4964
2936,,,27,2484
2394,,,17,4350
4616,,,13,2208
2362,,,2,5736
3593,,,9,1524
4389,,,3,3704
3206,,,1,2098
4601,,,20,8876
4382,,,22,6377
2718,,,14,9964
4691,,,24,9383
3735,,,27,5151
3900,,,3,2908
4959,,,7,7300
1815,,,19,4174
2454,,,7,6431
4778,,,10,9371
2289,,,13,3788
1734,,,22,4148
4019,,,29,2525
4605,,,15,6977
4864,,,29,4968
4205,,,24,4727
1862,,,16,6482
1846,,,3,4048
2019,,,16,4792
2042,,,28,6425
1768,,,26,6846
3847,,,14,5023
3557,,,30,6742
3975,,,3,1991
4198,,,6,8772
2580,,,25,3665
3474,,,19,6720
1678,,,9,6529
4254,,,10,9269
4704,,,7,7991
3343,,,30,1973
3812,,,14,2766
3093,,,10,7401
2170,,,26,8869
4867,,,27,3305
3899,,,23,1638
2941,,,9,3325
1958,,,20,5359
2760,,,7,1611
4413,,,30,1711
1737,,,28,2718
4202,,,21,9182
1065,,,10,1960
3819,,,25,8357
2854,,,30,9389
4387,,,2,5738
4530,,,20,2358
4191,,,1,8419
3102,,,13,3196
1946,,,4,5320
2156,,,25,1666
1444,,,25,1852
1699,,,27,5269
4954,,,24,6098
2207,,,12,6758
4826,,,3,1548
2374,,,9,9518
1604,,,11,6583
4437,,,11,6427
2319,,,8,6232
3018,,,29,6979
1195,,,24,2142
1768,,,29,5886
3017,,,19,5970
3384,,,3,9161
1918,,,5,2127
2524,,,9,3255
2798,,,17,1844
2096,,,11,1766
1489,,,20,9986
1431,,,6,3412
2747,,,30,6467
3054,,,18,3459
2691,,,17,9112
1752,,,7,5809
3027,,,30,5919
4452,,,24,7209
4129,,,14,3401
3523,,,16,8984
2128,,,15,8683
4867,,,13,6190
4762,,,6,5278
1632,,,25,3388
4018,,,10,5024
1722,,,26,5227
1438,,,14,4550
3958,,,11,7429
3292,,,21,7609
2861,,,12,5897
1757,,,26,6205
1509,,,28,5657
2364,,,22,6453
3084,,,12,3545
1850,,,16,7208
1949,,,29,5993
4740,,,24,8560
1072,,,9,5270
4196,,,16,5549
4814,,,30,1570
1514,,,25,1791
4584,,,17,3223
2751,,,8,8641
4155,,,6,8858
4670,,,30,9686
4566,,,11,6522
2371,,,15,8751
3442,,,26,1604
3090,,,29,3545
1457,,,21,1525
4952,,,6,3416
3165,,,27,8383
2608,,,7,1695
2040,,,5,9341
1327,,,14,1792
3363,,,7,3019
1731,,,5,3296
2760,,,11,8509
3120,,,6,7033
1332,,,25,8110
4530,,,14,8614
3145,,,11,5119
1099,,,19,4715
3188,,,12,9007
3748,,,9,8030
4655,,,25,6839
1827,,,13,9407
2485,,,11,9677
4683,,,23,8489
4358,,,21,4268
1931,,,26,4735
2490,,,26,5213
4842,,,6,7372
4616,,,9,7473
2810,,,19,6863
2785,,,11,8461
3591,,,23,8618
3896,,,12,8081
3842,,,2,7923
2648,,,20,3218
4688,,,10,7093
3511,,,16,7464
3084,,,11,8400
3810,,,3,2340
4348,,,21,7962
3584,,,6,8699
2620,,,12,8534
2716,,,11,7721
3797,,,16,2889
2976,,,4,6777
2762,,,24,7635
3752,,,28,3136
1659,,,26,6568
4109,,,3,9402
1542,,,9,8703
2068,,,2,4273
4509,,,13,8552
4646,,,22,5117
2122,,,10,7461
2730,,,2,8385
1800,,,1,2924
1456,,,29,8520
1138,,,5,2339
4104,,,16,7045
4985,,,19,8266
3181,,,25,3919
3178,,,16,8044
1688,,,5,3741
1488,,,19,7296
4975,,,25,2928
4697,,,29,9185
4742,,,27,4220
2640,,,1,2419
2548,,,8,6747
2825,,,12,6962
2592,,,21,8931
3622,,,9,7747
4852,,,19,9700
1839,,,13,9127
2413,,,8,6255
2982,,,26,3899
1981,,,6,4986
4440,,,12,2873
3497,,,30,3776
3668,,,30,6131
4460,,,9,4595
1335,,,22,2971
4303,,,18,4853
3508,,,22,5513
1959,,,6,5851
3856,,,11,4734
3141,,,14,6489
4640,,,20,5490
4851,,,2,9740
3306,,,15,3028
2193,,,30,9635
1156,,,17,9263
4596,,,6,8830
1245,,,2,8224
1515,,,23,8989
2564,,,30,2429
4527,,,3,3908
2487,,,16,5449
3420,,,7,8598
4442,,,1,6354
3164,,,23,8832
3601,,,9,5163
3176,,,16,3197
2568,,,8,6128
1856,,,12,2501
3859,,,20,6930
1668,,,26,6612
4499,,,26,2920
1753,,,16,4427
3829,,,26,8797
4825,,,18,2814
3694,,,26,5818
4147,,,10,1922
2196,,,5,2979
2229,,,22,9289
4724,,,28,1604
3066,,,8,8673
1120,,,22,3496
4769,,,6,9777
4711,,,2,6136
2391,,,30,3646
1216,,,15,9079
3154,,,14,8707
3911,,,21,4205
3111,,,6,2680
1385,,,24,1516
1158,,,1,4156
2733,,,8,5427
4999,,,18,3965
2882,,,11,3731
2590,,,4,4106
4249,,,3,9302
3012,,,19,3666
1533,,,29,9083
1667,,,17,4447
4323,,,23,6672
2087,,,22,7451
1853,,,28,8944
2157,,,13,7763
1136,,,19,6311
2049,,,24,4885
3122,,,16,3716
2245,,,1,9253
4746,,,19,8342
4224,,,18,5350
4219,,,12,7394
2641,,,22,5413
3173,,,22,3625
2191,,,15,5945
4212,,,18,9817
1902,,,12,7560
1347,,,13,9621
1578,,,29,6735
1264,,,30,9595
4632,,,14,4198
3452,,,22,3057
4822,,,2,5642
3987,,,30,4649
1672,,,8,8881
4864,,,18,7044
3368,,,15,8337
1283,,,15,8526
4428,,,2,5734
2577,,,5,4966
1973,,,16,1577
3284,,,22,9528
1905,,,18,4183
2226,,,2,4236
1932,,,17,3666
4506,,,1,3333
1843,,,10,7536
3973,,,7,3065
1651,,,11,8941
3997,,,1,9069
4796,,,23,8647
1245,,,11,7568
3579,,,23,6585
4387,,,17,3786
2496,,,28,2145
3590,,,11,6523
2890,,,25,2462
1401,,,16,6569
3297,,,7,7914
2867,,,25,8137
1365,,,16,7178
2355,,,26,5844
1170,,,8,4954
3554,,,15,1600
4171,,,29,2182
3963,,,9,7135
3076,,,21,5622
1629,,,11,3652
1366,,,23,9354
3677,,,12,7304
2844,,,12,7805
4509,,,19,5202
3245,,,22,7283
2294,,,13,2852
1234,,,7,6642
3001,,,10,5404
3587,,,22,4258
2700,,,9,7091
3838,,,2,4120
4045,,,12,7829
1858,,,21,2879
2280,,,18,2393
2454,,,17,2055
4437,,,25,3101
1685,,,22,7692
2349,,,28,1932
1463,,,13,3893
3470,,,22,5051
4914,,,22,3271
2448,,,25,5080
3387,,,12,7036
3167,,,12,7042
3175,,,6,2855
2678,,,11,4735
4627,,,8,1540
1773,,,10,4248
3100,,,2,3792
3232,,,12,8570
3673,,,24,9435
4068,,,18,8642
2340,,,19,5874
1930,,,16,9135
3526,,,29,6195
1617,,,1,5986
1028,,,23,4521
4440,,,10,5419
3554,,,10,3480
1632,,,8,8530
1429,,,24,6162
1225,,,10,5309
2509,,,11,8193
4945,,,14,4022
4342,,,26,7738
1832,,,13,2445
1518,,,11,4627
1512,,,23,8495
4818,,,11,3336
4686,,,26,9758
4986,,,7,4087
2755,,,23,7560
4532,,,17,3619
2070,,,11,5387
1894,,,9,3237
3473,,,23,1733
2140,,,3,7501
3286,,,8,5899
4729,,,5,9183
3204,,,20,6493
1574,,,16,3342
3361,,,3,7049
1776,,,4,3862
2009,,,22,6437
3479,,,29,7842
2394,,,2,8938
1337,,,21,5679
3574,,,29,6520
1727,,,12,2317
1016,,,17,2166
4326,,,16,1564
2212,,,9,2921
1990,,,22,1602
3836,,,3,3090
4560,,,20,6172
1119,,,21,8102
1379,,,11,4965
1658,,,13,3425
2948,,,27,3801
1273,,,3,2082
1155,,,26,7658
1672,,,9,2893
3841,,,13,6343
1683,,,26,9410
1774,,,3,6528
4441,,,15,9633
1929,,,2,4549
1273,,,22,7632
2920,,,3,7980
2467,,,22,7916
2678,,,21,2334
3423,,,29,4977
4223,,,3,8062
2846,,,25,6718
4103,,,12,6448
4789,,,20,2148
4916,,,9,8966
2518,,,25,4853
2622,,,17,3905
4321,,,9,4956
2050,,,30,6864
2146,,,26,7816
3938,,,1,1900
1636,,,26,4144
4694,,,13,8687
2432,,,6,3075
4937,,,1,2091
1293,,,22,8441
2883,,,3,8721
2267,,,30,4838
3997,,,3,4641
4792,,,22,7443
2292,,,2,6765
1018,,,10,6864
4922,,,24,5237
3151,,,21,2505
2517,,,17,8490
1499,,,11,3572
4993,,,29,4463
1606,,,6,7303
2918,,,2,8689
1815,,,3,8151
4524,,,10,4364
1395,,,20,9681
3456,,,22,6642
1597,,,29,1939
2315,,,18,8888
4095,,,1,5341
3680,,,25,4029
2847,,,18,9242
3426,,,19,2988
4750,,,18,4745
1384,,,26,4033
3120,,,5,2695
1081,,,23,6182
1171,,,29,6447
4932,,,16,2109
4189,,,8,2096
4455,,,25,2108
2928,,,5,8334
4817,,,23,4286
4257,,,14,9478
4254,,,4,9287
4071,,,10,5979
2109,,,9,6849
1412,,,28,2897
4088,,,19,3226
4056,,,9,3965
4441,,,18,4292
4363,,,15,8221
2107,,,10,2293
2941,,,15,1691
1497,,,10,1584
2211,,,4,4724
3510,,,18,9371
4074,,,21,7245
3190,,,16,6466
2297,,,21,6087
3311,,,18,4288
3085,,,17,7435
3693,,,23,8322
4859,,,13,2308
2125,,,18,6230
2261,,,22,6114
3679,,,2,3513
4165,,,3,6693
3538,,,18,8464
3913,,,1,5315
2336,,,22,7498
3549,,,27,6959
4434,,,8,9625
2854,,,26,3129
3413,,,12,7608
1780,,,7,6530
2899,,,15,7039
2106,,,15,4631
3929,,,10,7936
3857,,,6,5863
4459,,,19,4173
4551,,,11,1898
4042,,,21,2463
2599,,,8,6110
1045,,,7,8660
4677,,,22,3994
1580,,,14,6330
3269,,,9,9102
4368,,,1,8125
1111,,,29,2915
4841,,,26,4960
3047,,,7,5970
4349,,,24,8069
3580,,,3,3722
2370,,,27,2697
3094,,,14,6851
1146,,,9,8469
2287,,,23,8164
3911,,,14,8568
4891,,,1,2333
4837,,,27,5962
4464,,,30,5151
2940,,,2,2374
4972,,,21,9846
4890,,,18,5544
4295,,,26,1986
2729,,,3,7965
1125,,,23,7813
1850,,,11,9064
2928,,,7,3707
3717,,,14,5252
3809,,,18,8330
3437,,,11,9007
1481,,,23,5328
1050,,,25,8848
2918,,,7,5682
4499,,,26,2104
4117,,,13,1645
1630,,,11,2075
3715,,,15,9815
3512,,,11,7632
1197,,,10,5109
3958,,,26,5577
4890,,,27,3375
3112,,,8,4474
4502,,,11,9021
4719,,,12,8252
1516,,,27,3632
4281,,,25,5548
1566,,,10,4596
4641,,,23,4919
2561,,,26,4480
2344,,,14,3476
2643,,,18,3576
3236,,,17,6240
4863,,,12,8347
2264,,,30,7147
3168,,,30,9256
1282,,,4,6257
2832,,,8,9626
3067,,,5,8720
1847,,,12,9351
3525,,,2,9718
1231,,,16,3255
3471,,,19,5009
2421,,,10,2721
4092,,,6,3798
1577,,,4,5801
3463,,,26,6826
3518,,,19,5434
4325,,,14,5856
4947,,,30,6301
2194,,,22,1822
2868,,,18,3610
3211,,,2,1896
4537,,,25,7741
2243,,,29,5719
2399,,,13,7440
4133,,,2,1637
2937,,,4,1881
1029,,,15,5912
4384,,,23,7060
3756,,,9,2760
1646,,,25,4659
3066,,,15,2942
1259,,,27,3358
2245,,,6,2793
3289,,,16,2114
3742,,,14,1595
4537,,,20,7984
4531,,,10,4426
3764,,,30,7741
1581,,,21,3519
2859,,,24,5613
2175,,,8,2569
1301,,,9,8794
3465,,,14,8220
2203,,,27,7657
2113,,,16,6508
3072,,,14,4896
2805,,,1,2540
2511,,,1,7245
2120,,,8,8618
2346,,,16,2371
2071,,,10,3870
2610,,,27,9390
3489,,,9,6356
3458,,,23,5447
4869,,,3,2756
2580,,,2,6280
3305,,,11,2486
3811,,,8,9915
1782,,,14,1831
3050,,,29,2634
4924,,,14,4392
1480,,,21,2515
3508,,,28,3606
2545,,,9,9465
3638,,,29,8769
3971,,,2,8640
4536,,,3,9057
2707,,,22,5048
1382,,,12,5494
4648,,,19,6006
2699,,,28,2204
3119,,,5,5173
4695,,,29,2605
4778,,,2,1735
3451,,,27,5973
2221,,,20,4610
4217,,,7,5449
1334,,,10,3718
2499,,,12,6469
3585,,,11,7925
3161,,,4,6869
2434,,,20,1802
4448,,,8,4127
4597,,,13,3044
4584,,,30,4603
1606,,,3,7741
3323,,,3,3168
1308,,,17,7057
1331,,,10,9976
2386,,,28,7884
3910,,,2,2243
4274,,,8,6919
3101,,,27,7980
4416,,,2,5383
2375,,,2,4319
1819,,,11,2743
3981,,,11,8894
3553,,,19,4664
3846,,,18,3458
3037,,,24,1910
3469,,,29,7231
1601,,,2,1576
4040,,,20,8456
3926,,,18,8669
4201,,,28,8051
4274,,,9,6065
2665,,,14,3554
3153,,,19,7364
2691,,,8,9952
4022,,,8,1739
3716,,,5,4452
4537,,,6,4772
4875,,,10,2459
3822,,,16,6055
3609,,,20,6690
4428,,,3,4371
3947,,,14,5478
2448,,,3,7280
2688,,,15,3189
3764,,,24,4142
4523,,,6,9507
3698,,,2,7652
3898,,,4,8227
1761,,,18,8766
2689,,,22,4941
1627,,,29,4495
4629,,,8,7967
2790,,,10,9224
4496,,,27,3484
1934,,,20,5703
2513,,,25,5366
3298,,,20,1501
4214,,,15,6445
2480,,,7,6279
4962,,,28,6718
3960,,,9,8654
2074,,,11,8556
2625,,,9,5148
1557,,,21,4983
2007,,,15,9051
2120,,,21,1897
4289,,,18,4157
2356,,,12,3183
4301,,,25,6654
2950,,,5,4473
2263,,,23,5613
3186,,,1,8595
2655,,,23,8060
1491,,,21,8112
2069,,,21,4802
3012,,,4,4344
2681,,,12,2544
4144,,,15,7008
3919,,,7,4291
2777,,,24,7596
4119,,,27,2128
3597,,,27,4953
2110,,,26,4302
3523,,,4,2516
3364,,,20,1544
3759,,,5,7156
4014,,,28,3203
3140,,,1,6987
2787,,,2,8724
2525,,,20,5400
2555,,,11,2088
2419,,,4,9662
4257,,,8,4183
4267,,,17,7815
2364,,,29,9043
4008,,,25,4427
1231,,,18,2313
1651,,,3,8546
1371,,,26,5540
2501,,,18,8071
1467,,,16,8744
1015,,,21,7763
4697,,,15,7456
2727,,,23,6623
3592,,,17,6507
1279,,,3,5162
1708,,,30,3922
2305,,,25,6717
3294,,,12,3795
4147,,,16,5874
3850,,,2,6206
1624,,,4,5626
3023,,,24,3035
2771,,,2,3592
1144,,,20,2930
3938,,,23,3691
4180,,,23,6507
1053,,,25,7158
2671,,,10,5823
2001,,,25,9791
2095,,,22,7583
3245,,,25,3357
4878,,,9,9239
3489,,,26,5762
3300,,,19,9027
3090,,,25,5811
4441,,,3,4937
1242,,,25,5228
1190,,,11,1590
1983,,,22,7478
1872,,,19,9590
4291,,,19,3228
4400,,,27,3391
1628,,,11,7596
1345,,,27,5147
2732,,,3,6250
3410,,,15,6269
1920,,,29,5160
3241,,,17,8052
2962,,,30,4347
2492,,,24,2482
2416,,,23,3018
1538,,,1,7881
3801,,,21,6895
3202,,,16,9189
4471,,,17,3092
4939,,,2,8753
2575,,,13,6269
4419,,,4,2254
4217,,,3,8845
1968,,,28,6335
3084,,,24,4771
4807,,,13,8447
4781,,,28,7243
2432,,,10,3455
2951,,,17,2500
1452,,,27,2499
1603,,,25,8684
4727,,,17,3205
4751,,,26,7067
4296,,,19,8032
2555,,,8,3675
1416,,,15,8528
1919,,,30,1580
2069,,,20,1610
4509,,,2,7933
4864,,,24,2051
1575,,,7,7205
2969,,,11,4122
4301,,,18,5998
3855,,,19,2444
3202,,,20,8245
2167,,,23,1889
4148,,,23,4057
2517,,,10,7255
2840,,,17,7755
1212,,,3,4193
2735,,,17,9727
1212,,,10,8097
1324,,,4,5509
2431,,,23,4577
4526,,,13,6758
1662,,,10,1658
3802,,,7,5817
2532,,,21,3925
1316,,,12,1936
2304,,,3,5313
1955,,,1,3700
2243,,,18,9921
3859,,,26,6726
3156,,,28,9101
4605,,,19,3742
1864,,,19,2033
4102,,,16,6710
4835,,,8,7116
1668,,,4,3605
3130,,,20,5696
1110,,,13,6325
2240,,,17,2680
4647,,,14,8162
3872,,,24,7761
3184,,,7,4523
4623,,,23,6366
2111,,,25,3533
3068,,,24,6268
4533,,,9,6617
3926,,,3,8220
1605,,,8,7931
4468,,,21,6405
2041,,,19,7824
3835,,,29,3064
3601,,,1,3699
2307,,,17,2336
1767,,,7,8841
4251,,,29,6513
1365,,,1,8718
1665,,,9,3378
2447,,,20,7689
4825,,,21,1717
4844,,,7,5979
3319,,,11,6700
2536,,,21,5505
1857,,,11,5061
4133,,,6,8586
2128,,,30,5904
1793,,,22,1572
3445,,,15,6289
2041,,,10,9195
1178,,,28,9465
